fecha,timestamp,prod_real,prod_total,cobertura_scraper_pct,costo_total_cba_ae,costo_total_cba_hogar,costo_total_cbt_ae,costo_total_cbt_hogar,costo_indec_ae,costo_indec_hogar
2026-09-26,2026-09-26 19:43:43,10,30,33.33333333333333,225692.83098,697390.8477281999,507808.869705,1569129.4073884499,242445.0,749155.0499999999
